Gênero,Ano,Duração,Diretor,Classificação,Idioma,Elenco,Restrição de Idade,Usuário Gosta
Terror,1947,118,Francis Ford Coppola,3.4,Italiano,16,18+,Não
Romance,2015,174,Christopher Nolan,3.2,Hindi,14,14+,Sim
Ficção Científica,1973,146,Steven Spielberg,4.9,Japonês,14,10+,Sim
Thriller,2004,136,Ridley Scott,5.9,Alemão,4,18+,Não
Ação,1984,130,Martin Scorsese,1.9,Alemão,17,16+,Não
Ação,1954,81,Ridley Scott,5.6,Alemão,11,18+,Não
Documentário,1936,62,Ridley Scott,7.0,Português,19,12+,Não
Romance,1987,79,Martin Scorsese,3.0,Russo,3,12+,Não
Terror,1997,79,Steven Spielberg,6.5,Português,14,18+,Não
Thriller,1922,129,Woody Allen,8.5,Francês,1,18+,Não
Romance,1936,173,Orson Welles,7.0,Japonês,3,Livre,Sim
Ação,2020,135,Orson Welles,7.8,Italiano,19,12+,Não
Thriller,2008,102,Woody Allen,5.4,Inglês,9,10+,Sim
Drama,1939,145,Woody Allen,8.4,Alemão,18,12+,Não
Drama,1950,120,Stanley Kubrick,8.2,Francês,16,16+,Não
Romance,1974,82,Quentin Tarantino,2.5,Alemão,10,18+,Sim
Documentário,1973,134,Alfred Hitchcock,4.2,Russo,15,16+,Não
Romance,1962,67,Quentin Tarantino,3.0,Inglês,4,14+,Sim
Romance,1968,116,Alfred Hitchcock,4.0,Russo,14,16+,Não
Ação,1962,83,Orson Welles,3.7,Espanhol,17,Livre,Sim
Comédia,1991,126,Martin Scorsese,3.3,Francês,6,18+,Não
Comédia,1924,166,Martin Scorsese,3.7,Inglês,18,18+,Não
Fantasia,1978,167,Stanley Kubrick,5.4,Português,13,Livre,Sim
Drama,1923,92,Alfred Hitchcock,2.2,Espanhol,8,18+,Não
Animação,1931,131,Alfred Hitchcock,5.2,Alemão,2,10+,Sim
Documentário,1930,94,Martin Scorsese,9.3,Português,14,10+,Sim
Terror,1938,82,Alfred Hitchcock,6.9,Inglês,19,18+,Não
Thriller,1926,77,Stanley Kubrick,9.2,Japonês,18,16+,Não
Ficção Científica,1930,140,Alfred Hitchcock,7.9,Hindi,4,18+,Não
Documentário,1942,125,Francis Ford Coppola,1.3,Inglês,1,Livre,Sim
Terror,2003,60,Orson Welles,6.6,Russo,10,18+,Não
Fantasia,1930,62,Alfred Hitchcock,7.7,Francês,9,12+,Não
Ficção Científica,1947,157,Quentin Tarantino,6.1,Espanhol,17,12+,Sim
Drama,1969,84,Quentin Tarantino,9.8,Japonês,19,10+,Sim
Fantasia,1951,105,Alfred Hitchcock,7.7,Hindi,5,16+,Não
Fantasia,1991,149,Quentin Tarantino,4.6,Português,2,16+,Sim
Animação,1986,160,Ridley Scott,1.4,Português,13,18+,Não
Animação,1946,171,Francis Ford Coppola,4.3,Espanhol,2,14+,Não
Ação,1944,146,Ridley Scott,7.4,Espanhol,11,16+,Não
Fantasia,2008,84,Stanley Kubrick,8.6,Inglês,16,18+,Não
Comédia,1943,68,Ridley Scott,6.0,Inglês,6,14+,Não
Fantasia,1933,153,Quentin Tarantino,1.3,Português,15,10+,Sim
Fantasia,1941,76,Steven Spielberg,5.5,Italiano,20,12+,Não
Ação,1978,152,Steven Spielberg,6.2,Italiano,6,Livre,Sim
Ficção Científica,1934,114,Alfred Hitchcock,9.9,Japonês,6,14+,Sim
Terror,1977,170,Orson Welles,6.2,Hindi,6,18+,Não
Comédia,1938,128,Woody Allen,1.3,Japonês,10,16+,Não
Ficção Científica,1921,128,Ridley Scott,3.8,Espanhol,2,12+,Não
Comédia,1973,84,Ridley Scott,1.4,Japonês,2,12+,Não
Drama,1994,123,Stanley Kubrick,8.3,Inglês,15,12+,Não
Terror,1920,134,Christopher Nolan,6.5,Russo,14,16+,Sim
Animação,2007,104,Quentin Tarantino,3.2,Russo,20,Livre,Sim
Ação,1928,82,Christopher Nolan,5.2,Espanhol,11,12+,Sim
Terror,1957,160,Woody Allen,6.9,Alemão,3,14+,Não
Romance,2022,170,Orson Welles,3.6,Mandarim,13,14+,Não
Animação,1994,139,Quentin Tarantino,5.3,Inglês,13,12+,Sim
Thriller,2010,165,Alfred Hitchcock,6.0,Hindi,12,18+,Não
Romance,1968,107,Steven Spielberg,4.0,Alemão,14,18+,Não
Fantasia,1991,139,Alfred Hitchcock,4.4,Inglês,12,12+,Não
Comédia,1987,133,Christopher Nolan,9.2,Russo,17,18+,Sim
Ficção Científica,2011,132,Steven Spielberg,5.2,Italiano,13,14+,Não
Fantasia,1990,117,Alfred Hitchcock,1.8,Inglês,18,10+,Sim
Drama,1994,100,Stanley Kubrick,1.8,Mandarim,10,12+,Não
Comédia,1967,154,Stanley Kubrick,1.8,Italiano,6,14+,Não
Comédia,1951,165,Martin Scorsese,3.9,Japonês,1,Livre,Sim
Romance,1931,157,Steven Spielberg,9.6,Espanhol,6,18+,Não
Animação,1955,93,Alfred Hitchcock,1.7,Inglês,11,Livre,Sim
Thriller,1930,151,Francis Ford Coppola,3.3,Mandarim,13,16+,Não
Terror,1936,148,Quentin Tarantino,1.5,Hindi,3,16+,Sim
Animação,2013,115,Martin Scorsese,8.9,Russo,4,Livre,Sim
Comédia,2019,141,Orson Welles,6.8,Hindi,18,12+,Não
Ação,1929,148,Ridley Scott,1.2,Alemão,17,18+,Não
Ação,1923,166,Christopher Nolan,6.8,Inglês,1,18+,Sim
Animação,1947,77,Orson Welles,4.0,Inglês,19,14+,Não
Drama,1950,130,Quentin Tarantino,3.9,Hindi,8,12+,Sim
Documentário,1956,132,Francis Ford Coppola,5.7,Português,7,Livre,Sim
Terror,1983,143,Stanley Kubrick,4.5,Russo,16,12+,Não
Drama,1964,124,Quentin Tarantino,6.3,Francês,5,18+,Sim
Thriller,1932,86,Christopher Nolan,9.1,Espanhol,9,10+,Sim
Fantasia,2020,116,Christopher Nolan,4.2,Russo,6,Livre,Sim
Romance,1926,112,Woody Allen,1.7,Italiano,19,16+,Não
Fantasia,2000,93,Francis Ford Coppola,5.0,Russo,6,16+,Não
Ação,2003,163,Christopher Nolan,7.7,Inglês,1,10+,Sim
Romance,2005,85,Ridley Scott,9.4,Russo,3,Livre,Sim
Drama,1922,128,Alfred Hitchcock,2.2,Português,8,Livre,Sim
Animação,1928,106,Stanley Kubrick,9.4,Italiano,16,10+,Sim
Comédia,1993,81,Quentin Tarantino,5.4,Italiano,16,16+,Sim
Documentário,1940,168,Woody Allen,9.9,Espanhol,2,12+,Não
Thriller,2022,66,Woody Allen,1.1,Português,17,12+,Não
Terror,1959,87,Francis Ford Coppola,1.3,Hindi,9,10+,Sim
Ação,1990,156,Christopher Nolan,8.0,Japonês,9,10+,Sim
Thriller,1983,104,Christopher Nolan,4.3,Mandarim,11,12+,Sim
Ficção Científica,1945,141,Stanley Kubrick,4.6,Mandarim,18,10+,Sim
Ficção Científica,1972,166,Woody Allen,5.1,Hindi,17,16+,Não
Ação,1974,134,Quentin Tarantino,8.0,Japonês,11,14+,Sim
Comédia,2002,167,Orson Welles,3.1,Português,2,14+,Não
Drama,2023,91,Ridley Scott,8.3,Hindi,11,16+,Não
Thriller,1953,129,Stanley Kubrick,9.4,Mandarim,5,10+,Sim
Comédia,1962,128,Steven Spielberg,1.7,Português,1,Livre,Sim
Ficção Científica,2018,153,Ridley Scott,3.9,Mandarim,11,10+,Sim
Fantasia,1967,110,Christopher Nolan,1.1,Japonês,19,18+,Sim
Ficção Científica,1926,136,Alfred Hitchcock,6.4,Espanhol,20,Livre,Sim
Romance,2011,123,Ridley Scott,2.7,Italiano,1,Livre,Sim
Ação,1952,76,Martin Scorsese,1.1,Russo,1,18+,Não
Drama,1973,118,Orson Welles,3.2,Inglês,9,12+,Não
Ficção Científica,1969,119,Francis Ford Coppola,3.2,Mandarim,3,12+,Não
Ação,2021,128,Christopher Nolan,4.0,Hindi,1,12+,Sim
Ação,1975,142,Francis Ford Coppola,3.1,Francês,14,18+,Não
Romance,2005,164,Francis Ford Coppola,2.3,Alemão,13,16+,Não
Fantasia,2001,112,Alfred Hitchcock,8.0,Russo,19,12+,Não
Drama,1985,163,Woody Allen,6.9,Espanhol,1,12+,Não
Romance,1933,136,Ridley Scott,3.7,Mandarim,15,16+,Não
Animação,1979,78,Quentin Tarantino,2.3,Francês,14,12+,Sim
Fantasia,1936,104,Steven Spielberg,6.8,Francês,1,14+,Não
Documentário,2010,81,Steven Spielberg,8.4,Francês,15,12+,Não
Documentário,2000,86,Quentin Tarantino,7.7,Mandarim,18,10+,Sim
Animação,2003,152,Martin Scorsese,8.3,Italiano,16,16+,Não
Animação,1982,109,Ridley Scott,9.1,Japonês,2,18+,Não
Terror,1939,141,Francis Ford Coppola,4.4,Russo,16,10+,Sim
Drama,1952,129,Francis Ford Coppola,6.3,Italiano,6,14+,Não
Documentário,1973,69,Francis Ford Coppola,5.8,Japonês,12,18+,Não
Ação,2009,120,Francis Ford Coppola,2.1,Russo,12,12+,Não
Animação,1920,153,Orson Welles,6.1,Italiano,8,Livre,Sim
Thriller,1998,66,Stanley Kubrick,5.0,Italiano,17,16+,Não
Terror,2023,131,Francis Ford Coppola,2.5,Alemão,20,10+,Sim
Animação,1937,105,Martin Scorsese,4.9,Português,16,18+,Não
Animação,1977,173,Orson Welles,1.2,Japonês,10,16+,Não
Animação,1983,152,Christopher Nolan,4.0,Japonês,6,Livre,Sim
Thriller,2003,172,Alfred Hitchcock,8.3,Hindi,2,Livre,Sim
Terror,1980,98,Christopher Nolan,8.1,Inglês,17,10+,Sim
Ação,2009,117,Steven Spielberg,2.7,Russo,12,10+,Sim
Terror,1920,98,Steven Spielberg,2.3,Japonês,3,16+,Não
Terror,2016,63,Francis Ford Coppola,2.5,Hindi,8,Livre,Sim
Thriller,1982,146,Christopher Nolan,4.9,Francês,13,12+,Sim
Terror,1927,101,Quentin Tarantino,2.8,Russo,13,10+,Sim
Drama,2009,66,Woody Allen,9.7,Inglês,10,16+,Não
Terror,1958,80,Quentin Tarantino,2.7,Japonês,19,12+,Sim
Comédia,2019,167,Woody Allen,1.7,Italiano,20,Livre,Sim
Fantasia,1985,114,Woody Allen,1.8,Português,16,14+,Não
Drama,1973,67,Ridley Scott,2.1,Italiano,20,16+,Não
Romance,1982,105,Martin Scorsese,7.5,Italiano,19,12+,Não
Comédia,1921,123,Ridley Scott,9.0,Alemão,5,Livre,Sim
Comédia,1929,168,Francis Ford Coppola,3.9,Japonês,18,16+,Não
Romance,1949,180,Christopher Nolan,5.6,Francês,3,16+,Sim
Fantasia,1945,167,Alfred Hitchcock,3.2,Mandarim,7,10+,Sim
Animação,1955,96,Woody Allen,5.8,Italiano,2,14+,Não
Ação,2000,138,Martin Scorsese,7.0,Mandarim,14,16+,Não
Documentário,1983,132,Ridley Scott,6.0,Inglês,17,16+,Não
Animação,1964,160,Woody Allen,4.3,Mandarim,19,14+,Não
Documentário,1995,95,Alfred Hitchcock,7.2,Alemão,16,10+,Sim
Comédia,1925,142,Alfred Hitchcock,4.2,Hindi,5,14+,Não
Ficção Científica,1979,143,Woody Allen,2.0,Inglês,14,Livre,Sim
Comédia,2001,79,Quentin Tarantino,2.1,Japonês,2,18+,Sim
Animação,1926,167,Christopher Nolan,9.0,Espanhol,18,10+,Sim
Animação,1934,73,Woody Allen,6.9,Espanhol,13,16+,Não
Fantasia,1994,158,Francis Ford Coppola,7.9,Francês,2,10+,Sim
Romance,1974,126,Ridley Scott,1.4,Alemão,18,16+,Não
Documentário,1974,100,Quentin Tarantino,1.9,Russo,4,14+,Sim
Ficção Científica,1947,176,Steven Spielberg,9.1,Mandarim,12,12+,Sim
Ficção Científica,1942,114,Stanley Kubrick,4.5,Italiano,9,16+,Não
Drama,1966,145,Christopher Nolan,1.3,Alemão,2,Livre,Sim
Ficção Científica,1990,79,Christopher Nolan,5.4,Japonês,4,14+,Sim
Romance,1983,108,Woody Allen,2.4,Português,20,Livre,Sim
Thriller,1988,136,Alfred Hitchcock,3.8,Hindi,13,16+,Não
Animação,1957,118,Martin Scorsese,9.2,Italiano,1,14+,Não
Thriller,1964,124,Stanley Kubrick,2.8,Russo,5,10+,Sim
Documentário,1926,164,Quentin Tarantino,1.6,Alemão,2,10+,Sim
Thriller,1986,147,Ridley Scott,10.0,Espanhol,7,Livre,Sim
Drama,1962,97,Christopher Nolan,5.0,Italiano,8,16+,Sim
Documentário,1987,125,Francis Ford Coppola,7.2,Italiano,5,16+,Não
Documentário,1996,180,Woody Allen,5.8,Russo,10,18+,Não
Terror,1975,173,Stanley Kubrick,2.3,Espanhol,18,14+,Não
Comédia,1972,68,Ridley Scott,9.9,Inglês,5,14+,Não
Comédia,2015,139,Francis Ford Coppola,3.2,Francês,13,Livre,Sim
Documentário,1923,147,Christopher Nolan,3.7,Russo,16,10+,Sim
Comédia,1951,143,Stanley Kubrick,4.9,Russo,6,18+,Não
Ficção Científica,1984,89,Stanley Kubrick,4.7,Alemão,8,16+,Não
Romance,1969,141,Steven Spielberg,3.8,Português,2,16+,Não
Fantasia,1993,110,Steven Spielberg,8.1,Espanhol,9,12+,Não
Animação,1948,136,Martin Scorsese,4.9,Japonês,6,16+,Não
Documentário,2009,68,Orson Welles,4.0,Francês,18,10+,Sim
Thriller,1949,137,Ridley Scott,6.5,Espanhol,19,10+,Sim
Ficção Científica,2022,89,Orson Welles,8.9,Francês,9,14+,Sim
Ficção Científica,1920,74,Martin Scorsese,6.9,Hindi,6,12+,Não
Thriller,1953,112,Christopher Nolan,4.4,Francês,20,10+,Sim
Animação,1987,91,Francis Ford Coppola,2.5,Russo,8,14+,Não
Comédia,2012,84,Ridley Scott,5.2,Japonês,16,18+,Não
Terror,1927,99,Steven Spielberg,8.0,Italiano,8,12+,Não
Ação,2012,167,Alfred Hitchcock,3.2,Hindi,4,12+,Não
Thriller,2018,169,Orson Welles,9.2,Mandarim,16,10+,Sim
Thriller,1952,112,Martin Scorsese,1.8,Português,11,14+,Não
Fantasia,1927,125,Quentin Tarantino,6.4,Francês,4,10+,Sim
Terror,1969,85,Woody Allen,6.9,Russo,16,14+,Não
Romance,1967,104,Christopher Nolan,8.0,Mandarim,9,12+,Sim
Ação,2022,67,Quentin Tarantino,1.1,Italiano,20,Livre,Sim
Thriller,1950,129,Steven Spielberg,5.2,Mandarim,12,10+,Sim
Terror,1980,66,Francis Ford Coppola,2.7,Inglês,4,14+,Não
Documentário,2010,138,Francis Ford Coppola,4.0,Russo,7,18+,Não
Animação,1963,146,Orson Welles,6.9,Alemão,12,18+,Não
Drama,1925,143,Steven Spielberg,3.0,Russo,4,12+,Não
Documentário,1954,146,Alfred Hitchcock,8.2,Francês,1,Livre,Sim
Drama,2005,99,Woody Allen,1.5,Mandarim,16,12+,Não
Animação,2023,171,Christopher Nolan,8.8,Espanhol,17,12+,Sim
Documentário,1966,152,Woody Allen,2.5,Inglês,4,18+,Não
Romance,1980,170,Stanley Kubrick,2.3,Hindi,13,12+,Não
Comédia,1929,154,Quentin Tarantino,8.1,Italiano,12,18+,Sim
Drama,2002,66,Christopher Nolan,2.7,Inglês,8,12+,Sim
Romance,2022,127,Stanley Kubrick,3.7,Inglês,5,12+,Não
Romance,1978,153,Stanley Kubrick,9.0,Espanhol,13,10+,Sim
Thriller,2023,63,Steven Spielberg,3.4,Português,4,14+,Não
Comédia,1980,156,Ridley Scott,8.3,Italiano,16,14+,Não
Romance,2009,157,Quentin Tarantino,2.8,Italiano,15,18+,Sim
Ação,1996,91,Stanley Kubrick,4.3,Português,15,10+,Sim
Comédia,1978,65,Orson Welles,3.5,Mandarim,18,10+,Sim
Animação,1970,114,Martin Scorsese,2.0,Português,3,14+,Não
Drama,1932,111,Stanley Kubrick,5.2,Espanhol,13,12+,Não
Comédia,1930,179,Quentin Tarantino,7.3,Russo,5,10+,Sim
Drama,1974,95,Stanley Kubrick,3.5,Mandarim,13,18+,Não
Documentário,1935,158,Francis Ford Coppola,6.8,Espanhol,11,10+,Sim
Comédia,2007,166,Ridley Scott,9.5,Espanhol,3,10+,Sim
Romance,1928,143,Martin Scorsese,1.4,Inglês,16,10+,Sim
Ficção Científica,1933,70,Steven Spielberg,7.4,Inglês,17,Livre,Sim
Ação,1938,71,Alfred Hitchcock,8.2,Alemão,19,Livre,Sim
Thriller,2019,76,Martin Scorsese,9.3,Hindi,12,14+,Não
Ação,1976,100,Ridley Scott,2.1,Alemão,7,10+,Sim
Ação,1995,88,Alfred Hitchcock,6.9,Alemão,4,18+,Não
Fantasia,1967,73,Orson Welles,3.2,Português,1,16+,Não
Ficção Científica,1987,65,Steven Spielberg,6.5,Russo,3,14+,Não
Terror,1986,103,Quentin Tarantino,6.5,Japonês,17,12+,Sim
Comédia,1988,123,Ridley Scott,2.6,Russo,16,18+,Não
Thriller,1982,179,Francis Ford Coppola,8.2,Russo,14,18+,Não
Comédia,2021,101,Woody Allen,8.5,Espanhol,13,12+,Não
Ação,2007,78,Ridley Scott,6.5,Inglês,4,12+,Não
Thriller,1976,94,Steven Spielberg,8.7,Espanhol,12,Livre,Sim
Drama,1941,135,Francis Ford Coppola,2.5,Alemão,6,16+,Não
Terror,1927,136,Martin Scorsese,3.1,Francês,19,12+,Não
Comédia,1972,167,Martin Scorsese,6.8,Mandarim,15,18+,Não
Comédia,1989,73,Francis Ford Coppola,2.6,Inglês,3,16+,Não
Drama,1985,74,Ridley Scott,5.3,Mandarim,4,10+,Sim
Terror,2009,116,Martin Scorsese,6.9,Português,8,10+,Sim
Fantasia,2015,171,Alfred Hitchcock,6.3,Italiano,7,12+,Não
Romance,1991,165,Alfred Hitchcock,6.2,Alemão,15,14+,Não
Thriller,1996,111,Steven Spielberg,6.6,Francês,2,18+,Não
Romance,2000,67,Christopher Nolan,8.4,Alemão,18,14+,Sim
Ficção Científica,1933,159,Orson Welles,8.2,Italiano,9,12+,Sim
Comédia,1989,76,Martin Scorsese,5.6,Francês,14,16+,Não
Animação,1959,74,Quentin Tarantino,6.1,Hindi,4,16+,Sim
Documentário,1935,172,Steven Spielberg,4.8,Francês,20,Livre,Sim
Ação,1948,153,Steven Spielberg,9.9,Português,8,14+,Não
Terror,1997,96,Steven Spielberg,2.9,Mandarim,14,10+,Sim
Romance,1945,80,Francis Ford Coppola,4.9,Francês,4,12+,Não
Animação,1945,110,Quentin Tarantino,4.0,Japonês,4,12+,Sim
Comédia,1942,134,Alfred Hitchcock,8.3,Italiano,6,12+,Não
Ação,1940,101,Francis Ford Coppola,7.4,Português,10,12+,Não
Animação,1989,111,Steven Spielberg,7.9,Italiano,2,10+,Sim
Romance,1979,134,Stanley Kubrick,9.4,Alemão,2,10+,Sim
Comédia,1986,151,Alfred Hitchcock,2.2,Mandarim,13,18+,Não
Ação,1920,180,Martin Scorsese,2.3,Inglês,1,18+,Não
Thriller,1945,71,Francis Ford Coppola,3.6,Espanhol,12,14+,Não
Ação,1944,66,Steven Spielberg,10.0,Hindi,10,12+,Não
Drama,1987,142,Woody Allen,6.5,Hindi,15,12+,Não
Thriller,1954,156,Orson Welles,8.9,Alemão,3,10+,Sim
Thriller,1947,104,Orson Welles,2.6,Hindi,2,Livre,Sim
Drama,1971,90,Ridley Scott,8.6,Francês,20,10+,Sim
Animação,2015,128,Ridley Scott,7.7,Inglês,20,16+,Não
Ficção Científica,1987,63,Francis Ford Coppola,3.2,Hindi,17,Livre,Sim
Drama,1987,124,Steven Spielberg,9.6,Espanhol,15,18+,Não
Fantasia,2010,138,Steven Spielberg,5.0,Mandarim,2,14+,Não
Ação,1932,166,Stanley Kubrick,7.2,Japonês,3,16+,Não
Ação,2006,163,Alfred Hitchcock,2.2,Mandarim,19,Livre,Sim
Animação,1936,149,Martin Scorsese,6.7,Russo,12,12+,Não
Terror,2008,163,Christopher Nolan,1.6,Português,1,16+,Sim
Comédia,1961,92,Woody Allen,5.2,Francês,4,12+,Não
Drama,2017,140,Christopher Nolan,5.4,Português,6,16+,Sim
Thriller,1925,114,Stanley Kubrick,7.0,Português,18,Livre,Sim
Ficção Científica,1928,179,Quentin Tarantino,2.2,Alemão,4,12+,Sim
Comédia,1927,122,Christopher Nolan,9.2,Inglês,1,16+,Sim
Animação,1936,153,Ridley Scott,8.1,Francês,11,Livre,Sim
Drama,1957,121,Quentin Tarantino,9.5,Inglês,12,10+,Sim
Romance,1965,82,Alfred Hitchcock,3.1,Russo,7,12+,Não
Ficção Científica,1948,62,Steven Spielberg,9.8,Mandarim,10,18+,Sim
Fantasia,1977,92,Stanley Kubrick,8.5,Russo,5,14+,Não
Ação,1988,106,Christopher Nolan,3.3,Inglês,13,12+,Sim
Romance,1941,149,Martin Scorsese,7.1,Japonês,15,10+,Sim
Terror,1966,164,Alfred Hitchcock,9.6,Japonês,4,18+,Não
Thriller,2022,173,Francis Ford Coppola,7.6,Hindi,20,10+,Sim
Thriller,1968,93,Orson Welles,6.4,Português,20,12+,Não
Thriller,1924,88,Martin Scorsese,4.4,Português,6,18+,Não
Ficção Científica,1971,122,Francis Ford Coppola,1.2,Mandarim,12,18+,Não
Romance,1993,108,Stanley Kubrick,1.6,Alemão,7,12+,Não
Terror,1948,113,Christopher Nolan,1.5,Italiano,15,18+,Sim
Animação,1963,129,Alfred Hitchcock,5.9,Alemão,11,16+,Não
Ação,2002,118,Steven Spielberg,7.2,Russo,15,10+,Sim
Ficção Científica,1981,149,Alfred Hitchcock,3.5,Francês,12,Livre,Sim
Animação,2019,155,Christopher Nolan,5.2,Espanhol,17,Livre,Sim
Thriller,1977,95,Christopher Nolan,9.2,Hindi,12,18+,Sim
Fantasia,2011,118,Alfred Hitchcock,7.3,Espanhol,5,18+,Não
Drama,1990,177,Steven Spielberg,3.2,Russo,8,Livre,Sim
Fantasia,1958,63,Martin Scorsese,8.7,Japonês,14,Livre,Sim
Fantasia,1941,161,Christopher Nolan,6.4,Inglês,4,18+,Sim
Thriller,1926,85,Orson Welles,2.1,Mandarim,14,12+,Não
Drama,1965,156,Woody Allen,9.3,Italiano,8,14+,Não
Thriller,2001,64,Stanley Kubrick,2.9,Português,15,18+,Não
Thriller,1982,121,Alfred Hitchcock,4.2,Italiano,2,12+,Não
Fantasia,1938,178,Ridley Scott,7.7,Francês,9,12+,Não
Ficção Científica,1951,83,Alfred Hitchcock,4.9,Japonês,6,14+,Não
Thriller,1962,164,Orson Welles,4.8,Espanhol,4,16+,Não
Animação,1970,163,Alfred Hitchcock,9.8,Espanhol,3,10+,Sim
Animação,1993,159,Martin Scorsese,8.0,Italiano,7,16+,Não
Fantasia,1968,152,Francis Ford Coppola,7.5,Mandarim,5,10+,Sim
Drama,1966,147,Alfred Hitchcock,5.6,Italiano,8,10+,Sim
Drama,2015,147,Ridley Scott,8.1,Inglês,3,12+,Não
Romance,1941,145,Alfred Hitchcock,4.7,Inglês,5,18+,Não
Thriller,1928,153,Ridley Scott,8.1,Alemão,12,10+,Sim
Fantasia,1956,94,Steven Spielberg,6.2,Japonês,1,16+,Não
Drama,1938,158,Martin Scorsese,4.8,Inglês,19,10+,Sim
Romance,1923,125,Orson Welles,9.9,Alemão,4,14+,Não
Ação,1927,77,Quentin Tarantino,4.0,Francês,3,12+,Sim
Terror,1992,66,Stanley Kubrick,4.5,Japonês,5,14+,Não
Romance,1938,72,Francis Ford Coppola,9.9,Japonês,18,Livre,Sim
Ação,1958,71,Martin Scorsese,3.7,Inglês,10,14+,Não
Fantasia,1937,72,Stanley Kubrick,3.4,Português,12,18+,Não
Ação,1926,118,Quentin Tarantino,3.2,Português,2,Livre,Sim
Documentário,2009,174,Francis Ford Coppola,8.6,Espanhol,8,16+,Não
Drama,2016,60,Martin Scorsese,6.9,Russo,17,16+,Não
Fantasia,1920,78,Orson Welles,3.7,Italiano,12,10+,Sim
Romance,1985,75,Ridley Scott,6.1,Mandarim,14,16+,Não
Romance,2014,125,Ridley Scott,5.5,Alemão,19,18+,Não
Thriller,1977,172,Alfred Hitchcock,2.7,Francês,8,18+,Não
Thriller,2011,120,Christopher Nolan,1.3,Italiano,13,16+,Sim
Ação,1969,141,Alfred Hitchcock,8.7,Português,18,Livre,Sim
Ação,2013,123,Orson Welles,7.3,Italiano,20,10+,Sim
Terror,1974,151,Ridley Scott,2.9,Alemão,4,Livre,Sim
Romance,1981,167,Woody Allen,8.3,Russo,13,Livre,Sim
Romance,2010,143,Christopher Nolan,1.1,Japonês,20,14+,Sim
Drama,1945,160,Alfred Hitchcock,8.8,Português,7,14+,Não
Ficção Científica,1999,113,Alfred Hitchcock,9.6,Russo,2,10+,Sim
Drama,1924,156,Francis Ford Coppola,3.6,Espanhol,3,14+,Não
Ação,1933,65,Christopher Nolan,5.9,Russo,9,12+,Sim
Terror,1958,147,Francis Ford Coppola,1.3,Japonês,7,Livre,Sim
Drama,1945,180,Woody Allen,6.0,Espanhol,3,10+,Sim
Comédia,1968,122,Woody Allen,2.5,Inglês,17,10+,Sim
Drama,2004,79,Francis Ford Coppola,4.4,Hindi,6,10+,Sim
Drama,1958,95,Steven Spielberg,5.6,Inglês,1,16+,Não
Documentário,1968,141,Orson Welles,3.4,Italiano,13,Livre,Sim
Fantasia,1985,169,Woody Allen,3.8,Português,1,16+,Não
Ficção Científica,2020,156,Alfred Hitchcock,2.8,Italiano,2,16+,Não
Animação,2009,156,Steven Spielberg,5.4,Italiano,6,Livre,Sim
Thriller,2009,91,Quentin Tarantino,2.2,Mandarim,18,18+,Sim
Thriller,1973,100,Martin Scorsese,6.0,Inglês,4,10+,Sim
Ficção Científica,1971,74,Francis Ford Coppola,5.3,Alemão,12,16+,Não
Documentário,1925,121,Woody Allen,8.6,Português,4,16+,Não
Terror,1947,109,Ridley Scott,3.2,Francês,4,Livre,Sim
Romance,1954,164,Christopher Nolan,6.6,Mandarim,3,18+,Sim
Ficção Científica,1984,162,Woody Allen,9.8,Espanhol,13,14+,Sim
Romance,2005,95,Christopher Nolan,9.1,Mandarim,5,18+,Sim
Animação,1968,134,Francis Ford Coppola,10.0,Alemão,1,16+,Não
Animação,1933,100,Orson Welles,2.3,Italiano,17,10+,Sim
Documentário,1939,91,Quentin Tarantino,5.9,Italiano,20,16+,Sim
Documentário,1985,152,Stanley Kubrick,8.5,Português,3,12+,Não
Ficção Científica,1923,110,Quentin Tarantino,9.4,Francês,1,18+,Sim
Thriller,1974,100,Woody Allen,5.1,Russo,3,Livre,Sim
Terror,2022,153,Quentin Tarantino,6.2,Hindi,11,12+,Sim
Thriller,2004,119,Quentin Tarantino,2.2,Francês,15,10+,Sim
Ficção Científica,1934,61,Francis Ford Coppola,1.3,Alemão,20,Livre,Sim
Thriller,1976,171,Alfred Hitchcock,4.8,Japonês,10,18+,Não
Fantasia,1964,83,Stanley Kubrick,8.3,Italiano,4,12+,Não
Terror,1953,140,Francis Ford Coppola,1.0,Espanhol,9,12+,Não
Documentário,1921,113,Christopher Nolan,7.7,Português,11,16+,Sim
Documentário,1949,151,Stanley Kubrick,2.3,Italiano,11,12+,Não
Ficção Científica,1931,180,Stanley Kubrick,6.3,Português,18,18+,Não
Ficção Científica,1950,112,Stanley Kubrick,3.1,Japonês,19,10+,Sim
Romance,1930,67,Orson Welles,6.3,Russo,14,12+,Não
Comédia,2016,127,Woody Allen,4.6,Japonês,13,16+,Não
Ficção Científica,1940,163,Stanley Kubrick,3.8,Espanhol,9,Livre,Sim
Ficção Científica,1971,93,Christopher Nolan,4.8,Mandarim,3,14+,Sim
Thriller,1948,92,Francis Ford Coppola,6.2,Hindi,1,18+,Não
Ação,2022,155,Steven Spielberg,2.9,Hindi,8,18+,Não
Drama,2013,169,Martin Scorsese,7.3,Japonês,11,18+,Não
Ficção Científica,2022,65,Orson Welles,2.8,Espanhol,11,18+,Não
Animação,1982,105,Woody Allen,9.0,Português,11,12+,Não
Animação,1934,101,Francis Ford Coppola,8.3,Alemão,20,Livre,Sim
