renda_mensal,idade,pontuacao_credito,valor_emprestimo,duracao_emprestimo,outras_dividas,emprestimo_ativo,emprestimo_aprovado
10435,50,606,14648,,não,sim,sim
12053,46,468,21105,,não,sim,sim
4501,63,707,25896,23.0,não,sim,sim
1456,70,717,41347,15.0,não,não,sim
16572,68,674,46041,40.0,sim,sim,sim
15433,30,417,22537,11.0,sim,sim,sim
3795,18,863,21475,,sim,não,não
18030,62,393,17873,59.0,não,sim,sim
1883,30,698,9120,20.0,sim,não,sim
8756,32,830,23452,42.0,sim,sim,sim
4419,31,760,40904,30.0,sim,sim,sim
13647,67,762,47426,33.0,sim,sim,sim
13350,24,833,45652,11.0,sim,não,não
11168,55,470,5340,27.0,sim,sim,sim
16022,68,316,48916,39.0,não,sim,sim
4514,32,475,35726,41.0,não,sim,sim
13221,70,489,37585,,não,sim,sim
16803,50,827,37227,51.0,sim,sim,sim
10194,55,711,36544,59.0,não,sim,sim
6310,56,556,1488,59.0,não,não,sim
19757,45,687,18449,45.0,sim,sim,sim
16971,35,358,28472,15.0,sim,sim,sim
14267,59,848,7469,26.0,não,não,sim
8096,31,665,23886,27.0,sim,não,sim
5883,18,357,12978,20.0,não,sim,não
17512,23,760,36545,24.0,não,sim,não
18542,36,692,27658,11.0,não,não,sim
15939,64,748,28064,30.0,não,não,sim
14083,54,420,32032,54.0,sim,não,sim
10560,23,399,21594,15.0,sim,não,não
2907,41,624,43647,43.0,sim,não,sim
12333,50,535,31264,30.0,não,não,sim
7385,44,426,10685,34.0,não,não,sim
1063,67,383,3328,32.0,sim,não,sim
2927,21,525,21401,38.0,sim,sim,não
9683,41,820,30177,39.0,sim,sim,sim
4577,37,746,7032,50.0,não,sim,sim
5374,25,683,1152,22.0,não,sim,não
1329,64,439,21886,57.0,não,não,sim
19501,52,882,15262,44.0,não,sim,sim
17356,65,729,8214,7.0,não,não,sim
12160,43,371,49899,42.0,sim,sim,sim
7058,18,493,7372,,sim,não,não
8415,59,815,15405,35.0,sim,sim,sim
8599,39,772,41041,54.0,não,não,sim
2243,24,593,4028,39.0,sim,sim,não
7834,19,803,24305,6.0,não,sim,não
13977,44,427,18903,47.0,não,sim,sim
7196,45,489,43014,35.0,não,sim,sim
3763,68,740,36320,51.0,não,sim,sim
17716,69,404,24103,39.0,não,sim,sim
17581,67,336,12789,48.0,não,não,sim
10676,30,538,25358,59.0,não,sim,sim
6863,50,307,3747,21.0,não,não,sim
3823,38,817,10866,50.0,sim,não,sim
2276,65,752,9984,30.0,não,sim,sim
4575,44,808,10556,10.0,sim,sim,sim
3815,20,301,19364,52.0,não,sim,não
17678,49,368,11964,,não,não,sim
8607,53,601,12602,29.0,não,não,sim
17586,24,550,16134,57.0,não,sim,não
16038,45,417,39214,48.0,não,sim,sim
6959,62,398,3113,45.0,sim,não,sim
9601,59,435,26296,53.0,não,não,sim
5459,59,668,15580,9.0,não,não,sim
2617,45,450,20038,,sim,sim,sim
14905,39,381,6116,11.0,sim,sim,sim
8706,43,348,40291,51.0,sim,sim,sim
14598,28,617,41303,53.0,não,não,sim
14893,26,854,43451,48.0,sim,não,sim
12943,65,566,45277,13.0,sim,sim,sim
17701,33,400,21962,51.0,sim,sim,sim
3328,41,599,13983,12.0,não,não,sim
3907,32,336,10017,32.0,não,não,sim
6257,65,409,3914,13.0,sim,não,sim
3672,56,458,24727,50.0,sim,não,sim
16097,18,419,28603,33.0,sim,sim,não
17082,51,760,43688,18.0,não,não,sim
6612,42,534,13447,59.0,não,não,sim
9090,20,791,3470,20.0,sim,não,não
3256,19,850,34003,23.0,sim,sim,não
1484,38,858,45832,58.0,não,sim,não
5948,62,478,3071,29.0,sim,sim,sim
16098,22,776,1751,47.0,sim,não,não
14487,63,349,31999,,sim,sim,sim
17513,36,434,8476,56.0,sim,não,sim
14836,53,540,34648,31.0,não,não,sim
2367,40,892,10989,26.0,não,não,sim
2260,56,326,48399,49.0,sim,não,não
14620,47,777,8664,36.0,sim,sim,sim
2767,34,322,42785,23.0,sim,não,não
17259,65,636,39454,19.0,não,sim,sim
5504,41,791,13054,50.0,não,sim,sim
11247,57,899,43756,8.0,sim,não,sim
14057,27,415,26006,48.0,sim,sim,sim
11102,48,621,13411,43.0,sim,sim,sim
15395,37,854,7379,7.0,sim,sim,sim
18681,18,531,28210,52.0,não,não,sim
10986,46,559,13637,35.0,sim,sim,sim
6524,53,308,2078,,sim,não,sim
3208,68,836,44229,42.0,não,sim,sim
7573,64,350,8279,48.0,sim,não,sim
14810,30,806,38554,43.0,não,não,sim
2156,33,515,41235,,não,não,sim
15125,33,308,3181,50.0,sim,não,sim
3579,55,795,2742,49.0,não,não,sim
19606,30,712,39555,27.0,sim,não,sim
5394,68,893,46304,,sim,não,sim
14648,32,889,34537,36.0,não,sim,sim
12425,44,678,19205,20.0,sim,sim,sim
15640,60,599,25321,13.0,não,não,sim
19836,56,709,34581,31.0,sim,sim,sim
14687,18,584,46582,58.0,não,não,sim
6700,70,634,22324,12.0,não,não,sim
14412,69,451,24488,48.0,sim,não,sim
2731,66,629,48385,19.0,sim,sim,não
10161,70,519,29879,39.0,sim,sim,sim
14671,32,676,1941,41.0,sim,sim,sim
2611,33,663,19023,27.0,sim,sim,sim
14373,52,376,35964,56.0,não,sim,sim
12585,39,821,49387,34.0,sim,não,sim
13289,49,642,9736,22.0,não,não,sim
7254,42,889,16014,14.0,não,sim,sim
2361,47,834,26966,38.0,sim,não,sim
18834,64,399,6581,,não,sim,sim
16017,45,367,27573,8.0,não,não,sim
16452,29,747,37991,11.0,sim,não,sim
16182,37,516,27056,,não,sim,sim
5467,43,757,32082,45.0,sim,sim,sim
9420,51,660,28576,30.0,sim,sim,sim
2888,69,755,16020,11.0,sim,sim,não
7044,65,546,23295,59.0,sim,sim,sim
12075,41,561,39745,23.0,não,sim,sim
19877,20,843,43416,45.0,não,sim,não
4719,51,636,758,16.0,sim,não,sim
16635,48,332,47832,29.0,não,sim,sim
18395,25,779,3087,7.0,não,sim,não
16935,43,420,26417,54.0,não,sim,sim
5883,68,512,38161,,sim,sim,não
9928,46,617,44021,48.0,sim,sim,sim
14864,68,446,41887,,sim,sim,sim
16647,20,663,24640,47.0,não,sim,não
9708,32,383,30299,45.0,sim,não,sim
6813,61,691,33955,44.0,sim,não,sim
14376,46,868,19679,,sim,não,sim
11935,44,716,23071,52.0,não,não,sim
5692,33,339,36945,23.0,não,sim,sim
7114,19,650,2506,30.0,sim,não,não
6321,36,608,33878,51.0,sim,sim,sim
15739,62,856,22465,55.0,sim,sim,sim
11643,50,848,20317,31.0,sim,não,sim
3472,29,398,3003,11.0,sim,sim,sim
5766,35,783,35747,35.0,sim,sim,sim
2740,30,687,22689,46.0,não,não,sim
19940,29,539,36767,31.0,não,não,sim
4491,32,452,11564,53.0,não,sim,sim
11077,63,803,13986,10.0,não,sim,sim
8425,41,582,37242,6.0,não,não,não
6804,67,574,3281,40.0,sim,sim,sim
4216,65,363,47535,20.0,sim,sim,não
17269,59,411,47604,16.0,não,sim,sim
17393,61,790,29372,22.0,não,sim,sim
15572,63,396,1678,56.0,não,não,sim
7966,70,427,18478,22.0,sim,sim,sim
4448,53,433,43062,54.0,não,não,sim
4847,44,648,36320,38.0,sim,sim,sim
9971,19,300,28874,,sim,sim,não
5659,45,884,28995,47.0,sim,sim,sim
12544,52,614,20318,44.0,sim,sim,sim
3011,24,705,23898,42.0,sim,não,não
17944,39,808,28035,10.0,sim,sim,sim
1836,39,879,39812,37.0,sim,não,sim
6591,48,695,3890,42.0,sim,sim,sim
3674,54,810,46592,9.0,sim,sim,não
11156,67,458,21290,51.0,não,não,sim
3986,67,704,28429,24.0,não,sim,sim
1105,66,734,46171,58.0,não,não,sim
1765,43,471,10267,22.0,sim,sim,sim
5586,68,360,6227,9.0,não,sim,sim
11467,57,600,30876,13.0,sim,sim,sim
3299,44,372,40343,52.0,não,não,sim
7871,18,509,37652,12.0,não,não,sim
16996,46,828,39551,21.0,sim,sim,sim
4500,21,341,26919,57.0,não,não,sim
11771,46,408,48810,35.0,não,sim,sim
14562,39,604,6034,14.0,não,não,sim
17183,41,892,18471,35.0,não,sim,sim
11087,39,753,2867,8.0,não,sim,sim
17211,23,621,34070,55.0,não,não,sim
2249,25,774,12868,15.0,não,não,sim
11566,50,332,35506,19.0,não,não,sim
1950,24,558,27733,39.0,sim,não,não
1731,65,483,17717,,sim,sim,sim
6625,19,668,43921,45.0,sim,não,não
6017,62,304,47957,48.0,sim,sim,sim
12833,45,644,49804,29.0,sim,não,sim
8156,62,400,28687,39.0,não,não,sim
16467,18,865,19689,37.0,sim,sim,não
9154,54,881,6618,40.0,não,não,sim
7280,43,377,45539,54.0,sim,não,sim
13301,57,849,36255,,não,sim,sim
3834,69,753,25714,27.0,sim,sim,sim
8059,65,855,7511,19.0,sim,não,sim
8790,67,565,47292,50.0,não,não,sim
8525,28,599,6547,22.0,sim,sim,sim
1395,21,792,5042,24.0,sim,não,não
9626,39,512,29351,43.0,não,sim,sim
18001,49,866,38287,53.0,não,sim,sim
1045,33,740,46588,22.0,não,sim,não
12770,56,363,41921,,não,sim,sim
1039,61,384,629,21.0,não,não,sim
15478,50,722,11749,,sim,sim,sim
6213,59,344,546,37.0,sim,sim,sim
2296,30,564,41056,,sim,sim,não
2004,53,564,6653,10.0,não,não,sim
6095,20,756,19792,29.0,sim,sim,não
12629,40,561,44190,15.0,não,não,sim
3062,27,409,32435,50.0,não,sim,sim
2185,31,495,46698,13.0,não,não,não
18835,50,400,33505,55.0,sim,sim,sim
17910,61,847,45133,53.0,não,não,sim
12964,63,783,3208,19.0,não,sim,sim
7005,50,332,25554,17.0,não,não,sim
1212,69,457,14026,10.0,sim,sim,não
9550,24,839,38273,59.0,sim,sim,não
8642,56,625,18656,18.0,sim,sim,sim
6336,61,594,6712,,não,sim,sim
2248,32,667,20303,6.0,sim,sim,não
10780,69,309,32633,16.0,sim,não,sim
5114,60,879,18588,27.0,sim,sim,sim
3337,62,490,29818,,não,não,sim
9485,18,453,42792,,sim,sim,não
1273,57,878,39956,30.0,sim,sim,não
9214,23,710,28735,8.0,sim,sim,não
16824,26,849,28364,32.0,não,não,sim
9233,19,599,17458,42.0,sim,não,não
3129,28,552,47000,46.0,sim,sim,sim
4787,66,534,22289,49.0,não,sim,sim
8273,37,747,42521,45.0,não,não,sim
11912,69,380,28897,17.0,sim,não,sim
6855,45,557,16477,54.0,sim,não,sim
1316,38,639,17729,59.0,sim,não,sim
12632,39,414,15853,22.0,sim,sim,sim
15180,68,457,42265,18.0,não,sim,sim
8150,24,548,47338,23.0,sim,sim,não
12898,48,864,10131,21.0,sim,sim,sim
9744,26,307,34381,15.0,sim,sim,sim
1909,61,516,12071,16.0,não,sim,sim
1020,44,384,18401,19.0,sim,sim,não
17405,24,337,36791,,não,sim,não
5801,68,375,2184,,sim,não,sim
14992,19,811,20069,36.0,sim,não,não
4424,28,424,3356,59.0,sim,sim,sim
17053,68,864,21288,27.0,sim,não,sim
14570,39,679,21678,43.0,sim,não,sim
8522,37,473,7306,49.0,sim,sim,sim
16103,32,609,12687,,sim,sim,sim
5640,33,537,33397,25.0,não,não,sim
8911,35,528,30831,24.0,sim,sim,sim
15962,59,679,26571,40.0,não,sim,sim
17801,36,822,46408,,sim,não,sim
17646,43,786,40568,43.0,não,sim,sim
9811,22,512,21555,51.0,não,sim,não
13206,24,892,35923,29.0,sim,sim,não
8737,62,612,24138,11.0,não,não,sim
18773,18,640,13374,36.0,sim,sim,não
15463,34,881,34656,54.0,sim,não,sim
16617,19,727,7831,,não,sim,não
4654,60,680,1299,24.0,sim,sim,sim
2089,24,594,3599,18.0,sim,não,não
13186,25,480,17620,48.0,não,sim,não
6846,54,657,22937,28.0,sim,sim,sim
8902,23,572,21364,57.0,sim,sim,não
10622,20,453,2393,45.0,não,não,sim
13875,69,638,25478,60.0,não,sim,sim
8881,31,343,28519,23.0,não,sim,sim
15327,20,489,31858,55.0,sim,não,não
3981,48,829,38324,56.0,não,sim,sim
4396,46,670,24260,47.0,não,sim,sim
7835,67,562,43693,29.0,não,não,sim
9340,59,514,45444,9.0,não,sim,não
4754,34,858,37764,21.0,sim,sim,não
4773,69,658,30686,25.0,não,não,sim
19217,48,773,7540,52.0,não,não,sim
2926,35,532,12727,15.0,sim,não,sim
7920,27,660,20913,15.0,sim,não,sim
19000,68,588,21901,13.0,não,sim,sim
15473,45,575,1870,41.0,não,sim,sim
5587,69,396,10351,,não,não,sim
5798,51,302,33459,6.0,sim,sim,não
4184,20,879,15555,28.0,não,não,sim
1033,22,485,38350,55.0,não,não,não
8541,66,810,20333,7.0,não,não,sim
11792,28,720,29206,23.0,não,não,sim
18880,53,548,38562,35.0,sim,sim,sim
1961,21,367,38578,12.0,sim,não,não
2357,24,625,26234,44.0,sim,sim,não
19473,31,685,47188,38.0,sim,não,sim
15350,55,409,34597,23.0,sim,não,sim
11761,36,723,9329,42.0,sim,sim,sim
14009,32,868,9124,44.0,sim,sim,sim
6043,56,343,32018,39.0,sim,sim,sim
12597,63,615,41655,52.0,sim,não,sim
15560,59,710,17012,24.0,não,sim,sim
16933,28,311,24122,26.0,não,não,sim
14446,44,412,23854,20.0,não,sim,sim
9017,32,485,44380,6.0,não,não,não
16125,62,732,24581,60.0,sim,não,sim
16882,22,605,37441,9.0,sim,sim,não
17075,54,355,13689,55.0,não,não,sim
12425,36,536,26527,7.0,sim,sim,sim
16809,21,898,31118,8.0,não,sim,não
10579,44,880,19925,9.0,não,sim,sim
15287,69,672,23202,42.0,sim,sim,sim
5478,67,338,11196,46.0,sim,não,sim
13884,37,523,12421,57.0,sim,não,sim
12207,42,511,49229,7.0,sim,sim,não
11713,35,341,14297,35.0,não,não,sim
7275,70,363,45095,9.0,sim,não,não
19731,59,558,4754,51.0,não,sim,sim
13912,64,542,37766,48.0,não,sim,sim
3387,55,334,32114,11.0,não,sim,não
8484,30,892,22099,30.0,sim,não,sim
17488,57,619,19720,58.0,sim,não,sim
3069,58,304,38843,38.0,não,não,sim
10756,18,339,47509,40.0,não,sim,não
18783,20,849,34206,,sim,não,não
6581,38,389,22330,37.0,não,não,sim
8359,48,651,4281,60.0,não,sim,sim
5818,56,646,21554,45.0,sim,não,sim
7152,18,846,47310,57.0,não,sim,não
4805,65,601,17295,,não,não,sim
2112,37,735,5924,28.0,sim,não,sim
13937,59,783,40557,37.0,sim,não,sim
4506,47,872,40757,18.0,não,não,sim
16633,50,881,25324,56.0,sim,não,sim
1608,51,385,38703,9.0,não,não,não
15101,47,843,787,42.0,não,sim,sim
8181,53,372,25071,7.0,sim,sim,não
19364,67,671,27011,53.0,sim,não,sim
8765,67,619,25234,44.0,não,sim,sim
14153,65,836,20744,49.0,não,sim,sim
8330,32,851,8032,36.0,sim,sim,sim
4655,47,666,10907,36.0,não,sim,sim
4878,39,823,9578,36.0,sim,não,sim
17858,37,323,25054,27.0,sim,não,sim
7097,34,804,24988,10.0,sim,não,sim
13774,32,774,3247,40.0,sim,não,sim
1439,19,380,20111,50.0,sim,sim,não
11844,55,900,26628,56.0,sim,não,sim
15389,46,312,35961,12.0,sim,sim,sim
13955,64,802,41919,47.0,não,não,sim
18193,39,372,11010,30.0,sim,não,sim
12134,64,760,36782,35.0,sim,sim,sim
6695,33,766,49678,38.0,sim,sim,sim
10367,57,475,11835,20.0,não,não,sim
16013,36,531,11920,32.0,sim,não,sim
10707,36,593,10666,21.0,não,sim,sim
9528,25,400,9076,32.0,não,sim,não
6579,45,788,37417,20.0,sim,sim,sim
19389,18,303,45998,18.0,sim,sim,não
17542,41,758,29851,36.0,não,sim,sim
6599,19,307,4870,49.0,não,sim,não
5699,41,507,26897,31.0,não,não,sim
12361,57,872,49278,51.0,sim,sim,sim
14650,52,498,21701,53.0,não,não,sim
4132,58,502,30149,41.0,não,não,sim
1798,18,601,48209,55.0,sim,sim,não
1649,27,776,2720,43.0,não,não,sim
16077,68,427,35545,60.0,sim,sim,sim
7214,29,766,10692,,não,não,sim
2966,44,515,40349,13.0,sim,sim,não
18626,22,563,26552,,sim,não,não
11318,51,647,48688,19.0,sim,sim,sim
11652,21,390,44999,27.0,sim,não,não
14051,21,421,18436,7.0,não,não,sim
13011,43,538,40415,48.0,sim,não,sim
15329,28,862,14345,26.0,não,não,sim
11501,36,758,32733,,sim,não,sim
15239,44,712,35692,36.0,não,sim,sim
11154,29,758,27512,26.0,não,sim,sim
9986,49,338,20924,49.0,não,sim,sim
17670,39,836,38242,7.0,não,sim,sim
4011,63,390,10179,,sim,sim,sim
11381,55,809,40716,53.0,não,sim,sim
9256,62,333,16902,22.0,sim,sim,sim
5868,32,877,30184,42.0,não,não,sim
10670,56,619,16175,57.0,não,sim,sim
3495,63,691,9061,52.0,sim,sim,sim
12385,50,803,32623,50.0,não,sim,sim
9066,65,475,29942,17.0,sim,sim,sim
13757,65,386,22702,37.0,não,não,sim
16476,59,388,16395,36.0,sim,não,sim
1120,25,630,32233,32.0,sim,não,não
8166,33,357,44976,53.0,sim,não,sim
11065,20,670,21237,31.0,não,não,sim
2324,44,558,17023,28.0,sim,sim,sim
10896,51,535,18644,59.0,não,sim,sim
12365,28,470,49515,24.0,não,sim,sim
14736,63,544,31248,58.0,não,não,sim
16107,39,666,895,18.0,sim,sim,sim
3130,52,658,4287,,não,sim,sim
7508,39,377,1193,,sim,sim,sim
17304,18,443,3680,36.0,sim,não,não
18908,66,610,18531,20.0,não,sim,sim
3516,59,433,37365,13.0,não,não,não
16285,70,784,39696,30.0,sim,não,sim
14604,18,667,47472,,sim,sim,não
19038,61,433,8523,19.0,não,sim,sim
3569,23,807,22803,36.0,não,sim,não
19013,21,635,12477,31.0,sim,não,não
3770,60,802,13498,25.0,não,sim,sim
15573,27,587,18559,59.0,não,sim,sim
1277,36,535,4364,57.0,sim,sim,sim
8316,66,869,44281,21.0,não,não,sim
2198,35,520,32580,17.0,sim,sim,não
18686,50,812,47920,,sim,sim,sim
10165,55,864,45948,,não,não,sim
8158,45,633,16144,47.0,sim,não,sim
10365,70,364,24724,47.0,não,sim,sim
16699,33,737,2458,,não,sim,sim
17413,50,553,24538,14.0,não,não,sim
2813,53,851,20728,15.0,não,não,sim
13228,38,802,24490,19.0,sim,não,sim
1412,23,402,42517,53.0,não,sim,não
1433,18,665,1428,47.0,sim,sim,não
19216,53,769,30730,12.0,não,não,sim
17244,53,319,21105,,sim,não,sim
12781,21,720,833,19.0,sim,sim,não
12119,49,306,30454,26.0,sim,sim,sim
13420,32,416,25780,24.0,sim,não,sim
6354,62,602,15412,48.0,não,não,sim
16449,55,813,10233,57.0,não,não,sim
18072,32,570,43669,47.0,sim,sim,sim
15088,56,449,2852,27.0,sim,sim,sim
7851,65,493,4439,,não,sim,sim
17832,65,556,3229,18.0,sim,não,sim
17738,44,517,13376,43.0,não,sim,sim
11231,24,828,24459,32.0,sim,sim,não
1917,64,870,10187,10.0,não,não,sim
8643,62,423,1216,23.0,sim,sim,sim
13265,41,642,27611,56.0,não,não,sim
15715,47,334,33819,35.0,sim,sim,sim
19094,35,527,47042,27.0,sim,sim,sim
16551,52,316,34826,13.0,não,não,sim
13154,26,650,30922,37.0,sim,sim,sim
17893,65,384,36793,42.0,não,sim,sim
3370,39,626,18170,24.0,sim,não,sim
11392,62,693,19116,12.0,sim,sim,sim
5208,30,788,23129,20.0,sim,não,sim
9997,38,758,5189,13.0,sim,sim,sim
14974,49,536,10443,35.0,não,não,sim
9481,70,534,47197,51.0,sim,não,sim
12872,45,574,49325,20.0,sim,não,sim
14002,46,626,28066,12.0,não,sim,sim
17103,19,646,14666,29.0,sim,não,não
19089,40,411,32598,23.0,sim,sim,sim
16182,36,815,8262,22.0,sim,sim,sim
10858,36,782,1261,12.0,não,sim,sim
6223,63,475,31236,6.0,não,não,não
7832,41,877,13012,,não,não,sim
5494,61,478,14316,38.0,sim,sim,sim
11975,33,318,15279,44.0,sim,sim,sim
9607,52,866,29743,58.0,sim,sim,sim
16916,31,354,20872,33.0,não,sim,sim
16860,70,380,22983,30.0,não,sim,sim
17532,21,849,42056,35.0,não,sim,não
1767,41,771,46391,,não,sim,não
6097,48,594,17342,41.0,não,não,sim
12474,31,659,10003,20.0,sim,sim,sim
13308,20,680,44458,11.0,sim,não,não
12877,33,357,35724,24.0,não,não,sim
13497,47,545,38526,56.0,sim,não,sim
8859,40,385,44047,47.0,sim,sim,sim
9321,68,697,8966,23.0,sim,não,sim
6182,54,745,10609,45.0,não,sim,sim
12943,54,887,30257,34.0,não,não,sim
6526,48,729,18908,48.0,sim,sim,sim
2679,21,340,47888,18.0,sim,não,não
9172,67,766,23161,26.0,sim,sim,sim
4473,63,851,36394,44.0,sim,sim,sim
14995,44,860,37441,7.0,não,sim,sim
11099,36,784,22848,30.0,sim,não,sim
9399,23,435,15625,20.0,não,não,sim
14243,49,814,38657,23.0,não,sim,sim
10185,38,747,10371,7.0,sim,sim,sim
11560,20,377,32927,38.0,sim,sim,não
12385,45,372,11075,16.0,sim,sim,sim
14170,43,479,47575,19.0,não,não,sim
13193,64,325,1991,37.0,não,sim,sim
10486,56,565,25658,41.0,sim,não,sim
11607,69,558,35815,42.0,não,não,sim
11932,24,309,42242,33.0,sim,sim,não
8748,46,790,41863,42.0,sim,sim,sim
11598,38,316,20940,40.0,sim,não,sim
2714,51,811,16993,6.0,sim,não,sim
13748,58,620,3389,14.0,não,sim,sim
12743,20,539,26813,,não,sim,não
19389,67,626,36175,6.0,não,não,sim
10775,49,356,4058,52.0,não,não,sim
15720,69,363,12054,49.0,não,não,sim
3354,69,563,41439,52.0,sim,sim,sim
8555,22,310,21772,42.0,sim,não,não
9432,34,891,15991,45.0,sim,não,sim
13008,30,704,45489,10.0,sim,não,sim
1261,57,455,25345,24.0,sim,sim,não
3720,42,857,16556,15.0,sim,sim,sim
1526,42,579,8108,13.0,não,sim,sim
15172,50,894,3068,,sim,sim,sim
4156,27,559,27027,,sim,não,sim
16852,33,695,8090,10.0,sim,sim,sim
11101,49,659,33456,52.0,não,sim,sim
11462,19,701,18227,,não,não,sim
15205,51,743,11093,50.0,sim,não,sim
8829,62,431,29022,42.0,não,sim,sim
17213,21,328,18157,54.0,sim,sim,não
12423,47,803,15268,16.0,não,não,sim
8786,22,787,17261,59.0,não,não,sim
17183,56,487,42252,39.0,sim,não,sim
7118,44,648,2056,15.0,não,não,sim
4539,31,813,39617,8.0,não,sim,não
3689,51,695,6196,41.0,sim,sim,sim
6666,56,748,29129,33.0,não,sim,sim
8543,52,353,16246,7.0,não,não,sim
10761,22,312,8518,58.0,não,sim,não
16712,54,647,15897,18.0,sim,não,sim
16476,32,490,33692,29.0,sim,não,sim
17429,65,878,28083,32.0,sim,não,sim
10450,22,734,21137,44.0,sim,não,não
12619,59,564,46232,44.0,sim,não,sim
11432,30,841,11165,18.0,não,sim,sim
18306,28,661,36225,49.0,não,sim,sim
18340,35,714,32008,20.0,não,não,sim
19309,62,397,22205,45.0,não,não,sim
3713,56,726,35623,6.0,sim,não,sim
3008,34,321,23534,32.0,não,não,sim
7671,63,445,6586,20.0,sim,sim,sim
2327,39,687,1903,58.0,sim,sim,sim
8253,19,326,8697,23.0,não,sim,não
12291,51,801,35756,57.0,sim,sim,sim
14681,52,681,5105,50.0,não,sim,sim
5696,63,673,46389,,não,não,sim
13049,65,495,667,11.0,não,sim,sim
13568,42,691,42985,20.0,sim,sim,sim
16074,30,487,37937,43.0,sim,não,sim
2484,64,530,29311,39.0,não,sim,sim
4766,36,596,33010,17.0,não,não,sim
6041,44,500,13277,13.0,não,sim,sim
18044,31,321,2138,13.0,sim,sim,sim
8079,33,617,11253,39.0,sim,não,sim
4059,69,384,39017,,não,sim,sim
7023,53,769,49075,22.0,sim,sim,sim
14574,47,653,16634,59.0,sim,sim,sim
13944,59,611,7881,8.0,não,não,sim
2173,38,531,17452,23.0,não,sim,sim
13356,25,320,13997,,não,sim,não
10273,30,411,12753,41.0,não,não,sim
15070,19,780,28604,37.0,não,sim,não
17144,18,866,42483,7.0,não,não,sim
18458,19,840,20284,7.0,não,não,sim
14474,39,830,20398,46.0,sim,não,sim
13262,44,319,18570,22.0,não,sim,sim
19089,22,361,23483,50.0,sim,não,não
3141,47,749,18904,16.0,sim,sim,não
9423,36,556,37798,,sim,não,sim
8010,46,458,19348,49.0,não,sim,sim
14609,28,346,43537,42.0,sim,sim,sim
4539,62,590,14728,45.0,sim,não,sim
13359,54,712,32120,28.0,sim,não,sim
18372,38,473,24534,9.0,sim,não,sim
11346,39,803,38394,21.0,não,sim,sim
6157,51,363,8747,43.0,não,não,sim
14277,60,733,40487,58.0,sim,sim,sim
18973,50,828,26611,45.0,sim,sim,sim
8414,49,786,37126,13.0,sim,não,sim
19850,62,707,35047,54.0,não,sim,sim
14076,32,514,9879,28.0,não,sim,sim
18835,30,797,35981,14.0,sim,sim,sim
12165,50,748,8089,7.0,não,sim,sim
10769,27,514,15180,7.0,sim,sim,sim
2255,64,347,2493,52.0,sim,não,sim
6112,28,380,14583,25.0,não,não,sim
18846,48,762,42474,54.0,sim,sim,sim
12034,35,552,22486,20.0,sim,sim,sim
8539,66,347,17329,26.0,sim,sim,sim
6590,43,761,12504,8.0,não,sim,sim
8031,32,633,36431,33.0,sim,sim,sim
17647,43,769,45399,27.0,sim,sim,sim
16089,59,603,11172,51.0,sim,não,sim
11410,67,595,26962,26.0,sim,sim,sim
19105,46,437,29154,35.0,não,não,sim
18083,70,496,8544,7.0,sim,sim,sim
1263,38,837,20741,45.0,não,não,sim
8204,37,644,1772,53.0,não,não,sim
15550,29,385,6597,,sim,não,sim
14903,32,451,14615,40.0,sim,sim,sim
9823,18,746,3169,35.0,sim,não,não
2781,50,516,5990,32.0,não,sim,sim
4109,26,443,35785,43.0,não,não,sim
9312,62,752,30277,37.0,não,não,sim
18344,31,724,22182,23.0,não,não,sim
10250,23,387,32837,8.0,não,sim,não
