marca,ano,quilometragem,combustivel,transmissao,tipo_carro,cor,valor
Nissan,2018,204388,híbrido,manual,SUV,,45928
BMW,2011,28809,elétrico,manual,hatchback,vermelho,217834
Chevrolet,2018,180027,elétrico,automático,sedan,prata,48981
Mercedes,2018,109996,diesel,automático,conversível,verde,203003
Chevrolet,2015,160155,diesel,automático,pickup,prata,20892
Volkswagen,2010,48048,elétrico,manual,SUV,,113366
Ford,2009,58428,híbrido,manual,pickup,,50100
Audi,2013,169571,diesel,automático,hatchback,,70300
Volkswagen,2008,40295,gasolina,automático,sedan,vermelho,34794
Ford,2020,113130,híbrido,automático,SUV,,109809
Nissan,2011,20322,elétrico,manual,sedan,,118775
BMW,2008,18003,híbrido,automático,sedan,cinza,204398
Volkswagen,2019,79524,diesel,automático,hatchback,cinza,91333
Chevrolet,2015,37734,diesel,automático,hatchback,vermelho,78586
Mercedes,2008,22038,elétrico,manual,pickup,,229573
BMW,2000,26720,gasolina,automático,SUV,,135296
Chevrolet,2017,89231,diesel,manual,conversível,azul,63538
Mercedes,2006,99472,elétrico,manual,conversível,,154370
Audi,2018,224610,diesel,manual,sedan,prata,59773
Nissan,2013,51801,diesel,automático,conversível,,96739
Audi,2015,146739,gasolina,manual,sedan,branco,79283
Nissan,2015,77423,elétrico,automático,conversível,prata,134804
Mercedes,2004,31208,gasolina,automático,conversível,,146154
BMW,2005,177782,diesel,automático,sedan,cinza,50553
Chevrolet,2019,61704,gasolina,automático,conversível,prata,96807
Volkswagen,2016,137814,elétrico,automático,hatchback,cinza,71530
Chevrolet,2016,91592,elétrico,manual,pickup,,103886
BMW,2013,146031,gasolina,manual,hatchback,azul,93778
Nissan,2019,149711,híbrido,automático,conversível,,91202
Audi,2004,197502,diesel,automático,SUV,vermelho,22749
BMW,2014,58817,diesel,manual,sedan,preto,182828
Volkswagen,2019,167871,diesel,manual,conversível,,36490
Chevrolet,2019,123720,diesel,manual,pickup,branco,60396
Chevrolet,2021,25498,diesel,automático,pickup,,157151
Nissan,2005,49878,elétrico,manual,SUV,cinza,84085
Honda,2015,67605,elétrico,manual,SUV,,134676
Audi,2017,150609,elétrico,manual,sedan,,146574
Volkswagen,2010,151276,híbrido,automático,conversível,,20107
BMW,2011,244282,diesel,automático,sedan,preto,46003
Mercedes,2014,71737,elétrico,automático,sedan,,229784
Volkswagen,2022,219775,elétrico,manual,hatchback,,42158
BMW,2002,197836,híbrido,automático,sedan,,36515
Honda,2001,54507,diesel,automático,pickup,,10845
BMW,2005,74967,elétrico,manual,conversível,prata,164523
Volkswagen,2013,44299,elétrico,automático,hatchback,,115991
Chevrolet,2007,57593,elétrico,automático,conversível,,71685
Chevrolet,2023,91276,diesel,automático,pickup,branco,125107
Toyota,2023,44804,híbrido,automático,hatchback,,157637
Mercedes,2000,96748,híbrido,manual,conversível,,93276
BMW,2004,180527,híbrido,automático,hatchback,,55631
Nissan,2016,129191,gasolina,automático,hatchback,,28566
Mercedes,2011,53523,diesel,manual,SUV,,193534
BMW,2006,32507,híbrido,automático,hatchback,,173245
Mercedes,2001,57320,diesel,automático,sedan,,106876
Hyundai,2021,245755,elétrico,manual,hatchback,cinza,30971
Ford,2010,5692,híbrido,automático,conversível,vermelho,101016
Audi,2012,19231,diesel,automático,pickup,,196538
Nissan,2004,50017,diesel,manual,conversível,,20988
Volkswagen,2013,27144,híbrido,automático,sedan,,113999
Audi,2020,111675,diesel,automático,sedan,verde,166828
Mercedes,2002,105654,gasolina,manual,sedan,,52042
Nissan,2019,143974,diesel,manual,sedan,azul,46218
Honda,2021,226903,diesel,automático,pickup,prata,30168
Nissan,2013,109960,gasolina,manual,sedan,vermelho,14028
Volkswagen,2016,230351,elétrico,automático,SUV,,41754
Mercedes,2014,212741,diesel,automático,conversível,branco,103081
BMW,2023,246245,gasolina,manual,conversível,azul,114628
Hyundai,2015,109948,gasolina,manual,SUV,azul,63036
Ford,2007,50666,diesel,manual,pickup,branco,20534
Chevrolet,2016,89884,gasolina,manual,SUV,branco,56081
BMW,2008,164213,híbrido,manual,sedan,cinza,88051
Toyota,2000,53051,elétrico,automático,SUV,,46864
Mercedes,2000,129739,diesel,manual,SUV,,63183
Audi,2005,120543,híbrido,automático,hatchback,azul,69620
Volkswagen,2003,58567,diesel,manual,pickup,vermelho,8003
Honda,2017,141453,híbrido,automático,sedan,vermelho,61983
BMW,2023,58801,elétrico,manual,pickup,azul,308839
BMW,2023,211300,diesel,automático,SUV,branco,181090
Mercedes,2018,195026,gasolina,automático,conversível,verde,129482
Honda,2018,64933,elétrico,automático,pickup,vermelho,164547
Mercedes,2000,123410,gasolina,automático,pickup,,60613
Nissan,2007,89597,elétrico,manual,pickup,,63282
Honda,2008,75986,gasolina,manual,pickup,,16810
BMW,2000,8596,híbrido,automático,SUV,prata,182983
BMW,2023,43281,gasolina,automático,pickup,prata,277703
Mercedes,2014,113028,híbrido,manual,sedan,cinza,165880
Honda,2011,36929,híbrido,manual,hatchback,,72150
Honda,2015,47749,gasolina,manual,hatchback,,57576
Ford,2019,59421,diesel,automático,SUV,cinza,119405
Toyota,2014,93386,diesel,automático,SUV,,74630
Honda,2006,13252,elétrico,automático,hatchback,,88724
Chevrolet,2013,62215,elétrico,manual,pickup,azul,103450
Hyundai,2006,21175,híbrido,automático,conversível,preto,97178
Toyota,2020,42980,diesel,manual,hatchback,,102914
BMW,2003,34878,gasolina,manual,conversível,,122585
Nissan,2015,47307,elétrico,manual,conversível,preto,141885
Chevrolet,2008,89011,diesel,manual,SUV,verde,14692
Audi,2021,159391,gasolina,manual,sedan,,112426
Toyota,2022,109041,gasolina,automático,pickup,prata,98671
Volkswagen,2018,31629,híbrido,automático,conversível,branco,159860
Audi,2006,101519,diesel,manual,hatchback,preto,54937
Ford,2019,5593,gasolina,manual,SUV,verde,129085
Hyundai,2021,77492,elétrico,automático,hatchback,,162756
Mercedes,2022,134147,elétrico,automático,conversível,,256097
BMW,2001,83767,gasolina,manual,conversível,,74363
Ford,2012,87865,diesel,automático,pickup,preto,43494
Mercedes,2016,196182,gasolina,manual,conversível,,100673
Audi,2013,90380,híbrido,manual,sedan,branco,139734
Mercedes,2006,75875,híbrido,manual,hatchback,azul,128887
Volkswagen,2016,47732,diesel,manual,SUV,vermelho,113588
BMW,2018,188647,elétrico,automático,SUV,,203947
BMW,2007,144901,elétrico,manual,conversível,,129569
BMW,2009,48141,híbrido,automático,sedan,,190301
Mercedes,2019,79322,gasolina,manual,conversível,verde,203475
Ford,2021,146187,gasolina,manual,sedan,,16669
Audi,2016,137945,gasolina,automático,sedan,,106438
Toyota,2014,165368,elétrico,automático,pickup,cinza,59242
Nissan,2023,248145,diesel,automático,sedan,,15298
Nissan,2011,123142,gasolina,manual,SUV,preto,18801
BMW,2009,223118,elétrico,automático,SUV,preto,116817
Hyundai,2001,48318,híbrido,automático,SUV,preto,57177
BMW,2006,173283,gasolina,automático,SUV,preto,74702
Audi,2019,234996,diesel,automático,conversível,prata,87503
Nissan,2014,7209,gasolina,automático,hatchback,prata,99954
Audi,2018,122591,elétrico,manual,pickup,,194186
Volkswagen,2020,165655,diesel,automático,SUV,,73042
BMW,2015,46107,diesel,automático,SUV,,240725
Audi,2017,88578,elétrico,automático,SUV,vermelho,231995
Ford,2017,193229,híbrido,manual,pickup,prata,11740
Audi,2010,118709,elétrico,automático,pickup,branco,154904
Volkswagen,2001,59667,elétrico,automático,pickup,,49233
Toyota,2018,83781,diesel,automático,pickup,,102353
Volkswagen,2022,95158,híbrido,manual,conversível,,129389
Audi,2007,149162,diesel,automático,pickup,,70587
Hyundai,2006,42632,híbrido,manual,SUV,verde,82158
Volkswagen,2008,90127,diesel,automático,SUV,,41911
Audi,2011,144137,híbrido,manual,sedan,,88104
Ford,2019,62155,híbrido,manual,hatchback,preto,89492
Mercedes,2023,122576,gasolina,manual,conversível,,201197
Hyundai,2017,143457,elétrico,automático,SUV,vermelho,123580
Honda,2020,205905,elétrico,manual,pickup,,65866
Toyota,2019,100231,diesel,automático,pickup,,97838
Mercedes,2008,174042,híbrido,automático,conversível,,109171
Ford,2012,84203,elétrico,manual,hatchback,,46058
Toyota,2022,230,elétrico,manual,conversível,preto,209839
Nissan,2011,46400,híbrido,automático,sedan,verde,93520
BMW,2022,58311,híbrido,automático,SUV,vermelho,302182
BMW,2018,43500,elétrico,manual,hatchback,,256550
BMW,2006,123761,diesel,manual,conversível,,95367
Audi,2000,22049,gasolina,manual,sedan,,61566
Volkswagen,2021,103761,híbrido,automático,hatchback,verde,109367
Honda,2006,39457,gasolina,manual,sedan,,7380
Mercedes,2019,172385,elétrico,automático,sedan,prata,194330
Nissan,2010,59381,elétrico,automático,hatchback,,91433
BMW,2001,144685,gasolina,manual,hatchback,preto,10720
Nissan,2007,53076,elétrico,automático,pickup,,102847
Nissan,2021,152898,elétrico,automático,SUV,vermelho,137971
Nissan,2007,36258,gasolina,automático,hatchback,prata,30619
Honda,2004,20300,híbrido,automático,hatchback,prata,48790
Chevrolet,2019,76938,gasolina,manual,SUV,,86143
Hyundai,2018,231882,elétrico,automático,conversível,,54683
BMW,2009,118692,elétrico,manual,conversível,,161916
Toyota,2022,99614,elétrico,manual,hatchback,,119270
Chevrolet,2023,32422,elétrico,automático,pickup,azul,208305
Audi,2009,165418,híbrido,automático,conversível,branco,87207
Chevrolet,2004,89145,híbrido,automático,SUV,preto,21598
Hyundai,2016,56189,diesel,automático,conversível,prata,121668
Chevrolet,2021,113053,elétrico,automático,pickup,,137863
Chevrolet,2015,87602,híbrido,manual,hatchback,verde,50679
Audi,2013,194144,diesel,automático,hatchback,prata,53099
Nissan,2009,87247,elétrico,manual,pickup,,78927
Ford,2010,108541,elétrico,manual,SUV,,50021
BMW,2017,52180,diesel,automático,sedan,prata,222474
Audi,2011,141111,híbrido,automático,sedan,vermelho,104222
Honda,2022,233484,gasolina,automático,conversível,,11561
Nissan,2019,141689,diesel,automático,pickup,branco,82818
BMW,2005,41100,diesel,automático,SUV,,174230
Nissan,2007,64451,diesel,manual,sedan,,17884
Mercedes,2014,60739,elétrico,automático,sedan,,237483
Hyundai,2009,68665,diesel,automático,sedan,preto,49934
Toyota,2020,222872,híbrido,automático,conversível,,32990
Ford,2020,223319,elétrico,manual,pickup,branco,32677
Mercedes,2003,164623,elétrico,manual,hatchback,cinza,66764
Mercedes,2001,49264,elétrico,manual,pickup,,161515
Ford,2020,164490,gasolina,manual,pickup,azul,17857
Audi,2012,24530,diesel,manual,conversível,,171829
Toyota,2018,126196,diesel,manual,sedan,cinza,37663
Ford,2013,116060,híbrido,manual,hatchback,prata,9758
Toyota,2023,174311,gasolina,automático,sedan,,38982
Hyundai,2023,226011,gasolina,manual,conversível,azul,23792
Mercedes,2018,193879,gasolina,manual,conversível,,116285
Chevrolet,2017,84310,híbrido,automático,hatchback,preto,80983
Honda,2019,36866,elétrico,automático,pickup,,191194
Mercedes,2023,121039,gasolina,automático,pickup,,223273
Hyundai,2009,43244,elétrico,automático,pickup,branco,130729
Honda,2022,97099,elétrico,automático,pickup,,170031
Toyota,2015,93561,híbrido,automático,sedan,branco,74507
Toyota,2010,977,elétrico,manual,sedan,,111316
BMW,2022,57161,gasolina,automático,conversível,,253987
BMW,2012,75320,híbrido,automático,conversível,branco,206276
Hyundai,2023,205233,elétrico,automático,conversível,azul,108337
Mercedes,2005,121300,gasolina,automático,sedan,,76090
Hyundai,2002,6001,elétrico,manual,pickup,,93799
Mercedes,2015,75554,híbrido,manual,conversível,vermelho,213112
Honda,2017,196109,gasolina,automático,pickup,azul,9724
BMW,2019,42934,diesel,manual,hatchback,vermelho,221946
Nissan,2006,60987,elétrico,automático,conversível,,83309
Audi,2009,12273,diesel,automático,pickup,branco,180409
Nissan,2012,69245,híbrido,automático,pickup,,105528
BMW,2003,141600,diesel,manual,SUV,,75880
Toyota,2010,77108,gasolina,automático,hatchback,,9024
Volkswagen,2015,111267,diesel,manual,pickup,,55113
Chevrolet,2020,176999,gasolina,manual,SUV,,23101
Volkswagen,2007,46739,diesel,manual,sedan,,23283
Mercedes,2014,242813,gasolina,manual,SUV,,68031
Hyundai,2011,62212,diesel,manual,conversível,,68452
Chevrolet,2014,3606,diesel,automático,conversível,branco,116476
Toyota,2019,152967,elétrico,manual,sedan,azul,67923
Nissan,2003,2529,híbrido,manual,SUV,preto,82230
Volkswagen,2012,73684,híbrido,manual,pickup,azul,81421
Volkswagen,2009,187874,elétrico,automático,conversível,branco,8488
Toyota,2022,99253,diesel,automático,pickup,,119523
Mercedes,2014,169362,elétrico,automático,SUV,branco,189447
Hyundai,2003,68302,elétrico,automático,SUV,,78189
Mercedes,2010,231512,diesel,automático,conversível,azul,61942
Chevrolet,2022,173011,elétrico,automático,conversível,preto,95892
Honda,2021,122006,elétrico,manual,SUV,,138596
Nissan,2017,75862,elétrico,automático,SUV,,163897
Hyundai,2016,43992,gasolina,automático,conversível,prata,116206
Chevrolet,2013,18392,híbrido,manual,SUV,azul,120126
Audi,2007,13748,diesel,automático,hatchback,,137376
BMW,2017,44953,gasolina,automático,SUV,prata,241533
Audi,2008,215038,híbrido,automático,pickup,prata,52473
Hyundai,2005,16439,elétrico,manual,SUV,verde,114493
Volkswagen,2009,3396,híbrido,automático,SUV,,130623
Volkswagen,2016,22281,híbrido,manual,sedan,preto,124403
Nissan,2023,155843,diesel,automático,pickup,cinza,100910
Honda,2019,58148,diesel,manual,conversível,cinza,113296
Audi,2007,20548,elétrico,automático,hatchback,,174616
Hyundai,2016,121349,elétrico,automático,conversível,,118056
Hyundai,2018,107990,híbrido,manual,hatchback,azul,85407
Audi,2006,134434,gasolina,manual,sedan,,24896
Nissan,2017,23034,gasolina,manual,SUV,vermelho,130876
BMW,2021,234589,elétrico,manual,SUV,,178788
BMW,2008,231445,gasolina,automático,SUV,azul,47988
Hyundai,2014,122729,gasolina,manual,hatchback,cinza,12090
Mercedes,2012,245288,elétrico,manual,SUV,verde,108298
Chevrolet,2023,50218,gasolina,manual,conversível,azul,118847
Nissan,2009,68798,elétrico,manual,hatchback,branco,63841
Chevrolet,2007,81921,híbrido,automático,sedan,,19655
Audi,2000,11566,elétrico,manual,pickup,prata,145904
BMW,2011,243480,gasolina,automático,SUV,cinza,60564
Mercedes,2018,50347,diesel,manual,pickup,,237757
Honda,2020,115490,híbrido,manual,SUV,vermelho,115157
Toyota,2016,66549,elétrico,manual,conversível,branco,121416
Nissan,2013,143679,gasolina,automático,pickup,azul,25425
Ford,2012,19313,elétrico,manual,conversível,prata,112481
Hyundai,2019,138188,diesel,automático,hatchback,,64268
Hyundai,2020,171557,elétrico,manual,SUV,,110910
Volkswagen,2016,141474,elétrico,automático,sedan,,75968
BMW,2023,239438,diesel,manual,pickup,preto,140393
Nissan,2005,136193,híbrido,automático,pickup,,9665
Chevrolet,2018,15189,gasolina,automático,sedan,,108368
Hyundai,2019,131294,elétrico,manual,SUV,prata,132094
Ford,2014,15057,diesel,automático,sedan,,87460
Mercedes,2007,244223,híbrido,manual,SUV,vermelho,53044
Mercedes,2022,135649,elétrico,manual,pickup,verde,248046
BMW,2012,118962,híbrido,automático,pickup,,182727
Toyota,2018,234768,híbrido,automático,SUV,azul,24662
Toyota,2005,60630,diesel,manual,pickup,,13559
Audi,2014,37471,diesel,manual,sedan,prata,162770
Audi,2021,112489,diesel,manual,conversível,,173258
Honda,2000,35158,híbrido,automático,hatchback,,10389
Ford,2019,169296,diesel,automático,pickup,vermelho,35493
Toyota,2022,191955,híbrido,automático,SUV,azul,82632
Volkswagen,2004,16551,híbrido,manual,pickup,,65414
Nissan,2014,108812,híbrido,manual,SUV,preto,84832
Nissan,2016,4103,híbrido,manual,hatchback,,137128
Audi,2014,113177,elétrico,automático,SUV,cinza,193776
Hyundai,2018,109297,gasolina,automático,hatchback,verde,63492
Hyundai,2016,11829,elétrico,automático,pickup,,201720
Chevrolet,2010,7335,híbrido,automático,sedan,,92866
Audi,2000,106955,elétrico,automático,sedan,,72132
Nissan,2022,128720,híbrido,automático,SUV,,140896
Volkswagen,2006,78340,gasolina,automático,pickup,,15162
Hyundai,2013,96135,elétrico,manual,pickup,,107706
Volkswagen,2023,72950,gasolina,automático,conversível,verde,130935
Ford,2022,23896,gasolina,automático,conversível,branco,137273
Mercedes,2002,177450,elétrico,automático,conversível,verde,85785
Mercedes,2010,77625,diesel,automático,sedan,,155662
Ford,2015,53050,elétrico,automático,conversível,,123865
Audi,2018,14849,híbrido,automático,hatchback,branco,234606
Chevrolet,2016,34580,elétrico,manual,pickup,cinza,143794
Mercedes,2001,115307,diesel,manual,pickup,verde,73285
Honda,2010,16324,híbrido,automático,pickup,verde,121573
Nissan,2015,102834,híbrido,manual,sedan,vermelho,68016
BMW,2005,86685,diesel,automático,pickup,,135320
Audi,2015,18424,elétrico,manual,pickup,,246103
Toyota,2010,4669,gasolina,manual,pickup,,73732
Chevrolet,2019,8792,gasolina,automático,sedan,,119846
BMW,2007,93295,gasolina,manual,SUV,,123693
Mercedes,2005,74776,híbrido,automático,hatchback,,136657
Hyundai,2014,181549,diesel,automático,pickup,,26916
Audi,2001,126698,elétrico,manual,pickup,verde,72311
Chevrolet,2009,44981,gasolina,automático,sedan,,24513
BMW,2014,207626,híbrido,manual,conversível,preto,113662
Toyota,2023,56931,elétrico,manual,SUV,,191148
Nissan,2015,163173,híbrido,automático,SUV,verde,67779
Mercedes,2001,13565,híbrido,manual,hatchback,preto,137504
Audi,2015,156662,gasolina,automático,pickup,verde,107337
Audi,2021,187699,diesel,manual,sedan,,106611
Chevrolet,2019,199102,elétrico,automático,conversível,,56629
Honda,2016,123278,diesel,automático,hatchback,,39705
Toyota,2014,117284,diesel,automático,hatchback,,22901
BMW,2016,129880,elétrico,automático,pickup,azul,224084
BMW,2005,70407,elétrico,manual,conversível,,167715
Hyundai,2015,1886,elétrico,automático,hatchback,,173680
Audi,2022,246242,elétrico,automático,SUV,,156631
Audi,2014,110253,elétrico,manual,SUV,,181823
Mercedes,2019,6859,híbrido,automático,SUV,,317199
BMW,2002,31968,gasolina,automático,SUV,,145622
Hyundai,2004,23045,elétrico,manual,conversível,verde,88868
Chevrolet,2009,63888,elétrico,manual,conversível,,67278
Honda,2023,1406,híbrido,manual,conversível,,202016
Volkswagen,2013,45790,elétrico,manual,sedan,,107947
Honda,2008,62356,gasolina,automático,sedan,preto,19351
Honda,2023,58784,híbrido,manual,conversível,azul,161851
